row_index,column,original,normalized,auto_fixed
55,epsilon,"0,00000001",0.00000001,True
56,epsilon,"0,00000001",0.00000001,True
57,epsilon,"0,00000001",0.00000001,True
58,epsilon,"0,00000001",0.00000001,True
59,epsilon,"0,00000001",0.00000001,True
60,epsilon,"0,00000001",0.00000001,True
61,epsilon,"0,00000001",0.00000001,True
62,epsilon,"0,00000001",0.00000001,True
63,epsilon,"0,00000001",0.00000001,True
64,epsilon,"0,00000001",0.00000001,True
65,epsilon,"0,00000001",0.00000001,True
66,epsilon,"0,00000001",0.00000001,True
67,epsilon,"0,00000001",0.00000001,True
68,epsilon,"0,00000001",0.00000001,True
69,epsilon,"0,00000001",0.00000001,True
70,epsilon,"0,00000001",0.00000001,True
71,epsilon,"0,00000001",0.00000001,True
72,epsilon,"0,00000001",0.00000001,True
73,epsilon,"0,00000001",0.00000001,True
74,epsilon,"0,00000001",0.00000001,True
75,epsilon,"0,00000001",0.00000001,True
76,epsilon,"0,00000001",0.00000001,True
77,epsilon,"0,00000001",0.00000001,True
78,epsilon,"0,00000001",0.00000001,True
79,epsilon,"0,00000001",0.00000001,True
80,epsilon,"0,00000001",0.00000001,True
81,epsilon,"0,00000001",0.00000001,True
82,epsilon,"0,00000001",0.00000001,True
83,epsilon,"0,00000001",0.00000001,True
84,epsilon,"0,00000001",0.00000001,True
85,epsilon,"0,00000001",0.00000001,True
86,epsilon,"0,00000001",0.00000001,True
87,epsilon,"0,00000001",0.00000001,True
88,epsilon,"0,00000001",0.00000001,True
89,epsilon,"0,00000001",0.00000001,True
90,epsilon,"0,00000001",0.00000001,True
91,epsilon,"0,00000001",0.00000001,True
92,epsilon,"0,00000001",0.00000001,True
93,epsilon,"0,00000001",0.00000001,True
94,epsilon,"0,00000001",0.00000001,True
95,epsilon,"0,00000001",0.00000001,True
96,epsilon,"0,00000001",0.00000001,True
97,epsilon,"0,00000001",0.00000001,True
98,epsilon,"0,00000001",0.00000001,True
99,epsilon,"0,00000001",0.00000001,True
100,epsilon,"0,00000001",0.00000001,True
101,epsilon,"0,00000001",0.00000001,True
102,epsilon,"0,00000001",0.00000001,True
103,epsilon,"0,00000001",0.00000001,True
104,epsilon,"0,00000001",0.00000001,True
105,epsilon,"0,00000001",0.00000001,True
106,epsilon,"0,00000001",0.00000001,True
107,epsilon,"0,00000001",0.00000001,True
108,epsilon,"0,00000001",0.00000001,True
109,epsilon,"0,00000001",0.00000001,True
110,epsilon,"0,00000001",0.00000001,True
111,epsilon,"0,00000001",0.00000001,True
112,epsilon,"0,00000001",0.00000001,True
113,epsilon,"0,00000001",0.00000001,True
114,epsilon,"0,00000001",0.00000001,True
115,epsilon,"0,00000001",0.00000001,True
116,epsilon,"0,00000001",0.00000001,True
117,epsilon,"0,00000001",0.00000001,True
118,epsilon,"0,00000001",0.00000001,True
119,epsilon,"0,00000001",0.00000001,True
120,epsilon,"0,00000001",0.00000001,True
121,epsilon,"0,00000001",0.00000001,True
122,epsilon,"0,00000001",0.00000001,True
123,epsilon,"0,00000001",0.00000001,True
124,epsilon,"0,00000001",0.00000001,True
125,epsilon,"0,00000001",0.00000001,True
126,epsilon,"0,00000001",0.00000001,True
127,epsilon,"0,00000001",0.00000001,True
128,epsilon,"0,00000001",0.00000001,True
129,epsilon,"0,00000001",0.00000001,True
130,epsilon,"0,00000001",0.00000001,True
131,epsilon,"0,00000001",0.00000001,True
132,epsilon,"0,00000001",0.00000001,True
133,epsilon,"0,00000001",0.00000001,True
134,epsilon,"0,00000001",0.00000001,True
135,epsilon,"0,00000001",0.00000001,True
136,epsilon,"0,00000001",0.00000001,True
137,epsilon,"0,00000001",0.00000001,True
138,epsilon,"0,00000001",0.00000001,True
139,epsilon,"0,00000001",0.00000001,True
140,epsilon,"0,00000001",0.00000001,True
141,epsilon,"0,00000001",0.00000001,True
142,epsilon,"0,00000001",0.00000001,True
143,epsilon,"0,00000001",0.00000001,True
144,epsilon,"0,00000001",0.00000001,True
145,epsilon,"0,00000001",0.00000001,True
146,epsilon,"0,00000001",0.00000001,True
147,epsilon,"0,00000001",0.00000001,True
148,epsilon,"0,00000001",0.00000001,True
149,epsilon,"0,00000001",0.00000001,True
150,epsilon,"0,00000001",0.00000001,True
151,epsilon,"0,00000001",0.00000001,True
152,epsilon,"0,00000001",0.00000001,True
153,epsilon,"0,00000001",0.00000001,True
154,epsilon,"0,00000001",0.00000001,True
155,epsilon,"0,00000001",0.00000001,True
156,epsilon,"0,00000001",0.00000001,True
157,epsilon,"0,00000001",0.00000001,True
158,epsilon,"0,00000001",0.00000001,True
159,epsilon,"0,00000001",0.00000001,True
160,epsilon,"0,00000001",0.00000001,True
161,epsilon,"0,00000001",0.00000001,True
162,epsilon,"0,00000001",0.00000001,True
163,epsilon,"0,00000001",0.00000001,True
164,epsilon,"0,00000001",0.00000001,True
165,epsilon,"0,00000001",0.00000001,True
166,epsilon,"0,00000001",0.00000001,True
167,epsilon,"0,00000001",0.00000001,True
168,epsilon,"0,00000001",0.00000001,True
169,epsilon,"0,00000001",0.00000001,True
170,epsilon,"0,00000001",0.00000001,True
171,epsilon,"0,00000001",0.00000001,True
172,epsilon,"0,00000001",0.00000001,True
173,epsilon,"0,00000001",0.00000001,True
174,epsilon,"0,00000001",0.00000001,True
175,epsilon,"0,00000001",0.00000001,True
176,epsilon,"0,00000001",0.00000001,True
177,epsilon,"0,00000001",0.00000001,True
178,epsilon,"0,00000001",0.00000001,True
179,epsilon,"0,00000001",0.00000001,True
180,epsilon,"0,00000001",0.00000001,True
181,epsilon,"0,00000001",0.00000001,True
182,epsilon,"0,00000001",0.00000001,True
183,epsilon,"0,00000001",0.00000001,True
184,epsilon,"0,00000001",0.00000001,True
185,epsilon,"0,00000001",0.00000001,True
186,epsilon,"0,00000001",0.00000001,True
187,epsilon,"0,00000001",0.00000001,True
188,epsilon,"0,00000001",0.00000001,True
189,epsilon,"0,00000001",0.00000001,True
190,epsilon,"0,00000001",0.00000001,True
191,epsilon,"0,00000001",0.00000001,True
192,epsilon,"0,00000001",0.00000001,True
193,epsilon,"0,00000001",0.00000001,True
194,epsilon,"0,00000001",0.00000001,True
195,epsilon,"0,00000001",0.00000001,True
196,epsilon,"0,00000001",0.00000001,True
197,epsilon,"0,00000001",0.00000001,True
198,epsilon,"0,00000001",0.00000001,True
199,epsilon,"0,00000001",0.00000001,True
200,epsilon,"0,00000001",0.00000001,True
201,epsilon,"0,00000001",0.00000001,True
202,epsilon,"0,00000001",0.00000001,True
203,epsilon,"0,00000001",0.00000001,True
204,epsilon,"0,00000001",0.00000001,True
205,epsilon,"0,00000001",0.00000001,True
206,epsilon,"0,00000001",0.00000001,True
207,epsilon,"0,00000001",0.00000001,True
208,epsilon,"0,00000001",0.00000001,True
209,epsilon,"0,00000001",0.00000001,True
210,epsilon,"0,00000001",0.00000001,True
211,epsilon,"0,00000001",0.00000001,True
212,epsilon,"0,00000001",0.00000001,True
213,epsilon,"0,00000001",0.00000001,True
214,epsilon,"0,00000001",0.00000001,True
215,epsilon,"0,00000001",0.00000001,True
216,epsilon,"0,00000001",0.00000001,True
217,epsilon,"0,00000001",0.00000001,True
218,epsilon,"0,00000001",0.00000001,True
219,epsilon,"0,00000001",0.00000001,True
220,epsilon,"0,00000001",0.00000001,True
221,epsilon,"0,00000001",0.00000001,True
222,epsilon,"0,00000001",0.00000001,True
223,epsilon,"0,00000001",0.00000001,True
224,epsilon,"0,00000001",0.00000001,True
225,epsilon,"0,00000001",0.00000001,True
226,epsilon,"0,00000001",0.00000001,True
227,epsilon,"0,00000001",0.00000001,True
228,epsilon,"0,00000001",0.00000001,True
229,epsilon,"0,00000001",0.00000001,True
230,epsilon,"0,00000001",0.00000001,True
231,epsilon,"0,00000001",0.00000001,True
232,epsilon,"0,00000001",0.00000001,True
233,epsilon,"0,00000001",0.00000001,True
234,epsilon,"0,00000001",0.00000001,True
235,epsilon,"0,00000001",0.00000001,True
236,epsilon,"0,00000001",0.00000001,True
237,epsilon,"0,00000001",0.00000001,True
238,epsilon,"0,00000001",0.00000001,True
239,epsilon,"0,00000001",0.00000001,True
240,epsilon,"0,00000001",0.00000001,True
241,epsilon,"0,00000001",0.00000001,True
242,epsilon,"0,00000001",0.00000001,True
243,epsilon,"0,00000001",0.00000001,True
244,epsilon,"0,00000001",0.00000001,True
245,epsilon,"0,00000001",0.00000001,True
246,epsilon,"0,00000001",0.00000001,True
247,epsilon,"0,00000001",0.00000001,True
248,epsilon,"0,00000001",0.00000001,True
249,epsilon,"0,00000001",0.00000001,True
250,epsilon,"0,00000001",0.00000001,True
251,epsilon,"0,00000001",0.00000001,True
252,epsilon,"0,00000001",0.00000001,True
253,epsilon,"0,00000001",0.00000001,True
254,epsilon,"0,00000001",0.00000001,True
255,epsilon,"0,00000001",0.00000001,True
256,epsilon,"0,00000001",0.00000001,True
257,epsilon,"0,00000001",0.00000001,True
258,epsilon,"0,00000001",0.00000001,True
259,epsilon,"0,00000001",0.00000001,True
260,epsilon,"0,00000001",0.00000001,True
261,epsilon,"0,00000001",0.00000001,True
262,epsilon,"0,00000001",0.00000001,True
263,epsilon,"0,00000001",0.00000001,True
264,epsilon,"0,00000001",0.00000001,True
265,epsilon,"0,00000001",0.00000001,True
266,epsilon,"0,00000001",0.00000001,True
267,epsilon,"0,00000001",0.00000001,True
268,epsilon,"0,00000001",0.00000001,True
269,epsilon,"0,00000001",0.00000001,True
270,epsilon,"0,00000001",0.00000001,True
271,epsilon,"0,00000001",0.00000001,True
272,epsilon,"0,00000001",0.00000001,True
273,epsilon,"0,00000001",0.00000001,True
274,epsilon,"0,00000001",0.00000001,True
275,epsilon,"0,00000001",0.00000001,True
276,epsilon,"0,00000001",0.00000001,True
277,epsilon,"0,00000001",0.00000001,True
278,epsilon,"0,00000001",0.00000001,True
279,epsilon,"0,00000001",0.00000001,True
280,epsilon,"0,00000001",0.00000001,True
281,epsilon,"0,00000001",0.00000001,True
282,epsilon,"0,00000001",0.00000001,True
283,epsilon,"0,00000001",0.00000001,True
284,epsilon,"0,00000001",0.00000001,True
285,epsilon,"0,00000001",0.00000001,True
286,epsilon,"0,00000001",0.00000001,True
287,epsilon,"0,00000001",0.00000001,True
288,epsilon,"0,00000001",0.00000001,True
289,epsilon,"0,00000001",0.00000001,True
290,epsilon,"0,00000001",0.00000001,True
291,epsilon,"0,00000001",0.00000001,True
292,epsilon,"0,00000001",0.00000001,True
293,epsilon,"0,00000001",0.00000001,True
294,epsilon,"0,00000001",0.00000001,True
295,epsilon,"0,00000001",0.00000001,True
296,epsilon,"0,00000001",0.00000001,True
297,epsilon,"0,00000001",0.00000001,True
298,epsilon,"0,00000001",0.00000001,True
299,epsilon,"0,00000001",0.00000001,True
300,epsilon,"0,00000001",0.00000001,True
301,epsilon,"0,00000001",0.00000001,True
302,epsilon,"0,00000001",0.00000001,True
303,epsilon,"0,00000001",0.00000001,True
304,epsilon,"0,00000001",0.00000001,True
305,epsilon,"0,00000001",0.00000001,True
306,epsilon,"0,00000001",0.00000001,True
307,epsilon,"0,00000001",0.00000001,True
308,epsilon,"0,00000001",0.00000001,True
309,epsilon,"0,00000001",0.00000001,True
310,epsilon,"0,00000001",0.00000001,True
311,epsilon,"0,00000001",0.00000001,True
312,epsilon,"0,00000001",0.00000001,True
313,epsilon,"0,00000001",0.00000001,True
314,epsilon,"0,00000001",0.00000001,True
315,epsilon,"0,00000001",0.00000001,True
316,epsilon,"0,00000001",0.00000001,True
317,epsilon,"0,00000001",0.00000001,True
318,epsilon,"0,00000001",0.00000001,True
319,epsilon,"0,00000001",0.00000001,True
320,epsilon,"0,00000001",0.00000001,True
321,epsilon,"0,00000001",0.00000001,True
322,epsilon,"0,00000001",0.00000001,True
323,epsilon,"0,00000001",0.00000001,True
324,epsilon,"0,00000001",0.00000001,True
325,epsilon,"0,00000001",0.00000001,True
326,epsilon,"0,00000001",0.00000001,True
327,epsilon,"0,00000001",0.00000001,True
328,epsilon,"0,00000001",0.00000001,True
329,epsilon,"0,00000001",0.00000001,True
330,epsilon,"0,00000001",0.00000001,True
331,epsilon,"0,00000001",0.00000001,True
332,epsilon,"0,00000001",0.00000001,True
333,epsilon,"0,00000001",0.00000001,True
334,epsilon,"0,00000001",0.00000001,True
335,epsilon,"0,00000001",0.00000001,True
336,epsilon,"0,00000001",0.00000001,True
337,epsilon,"0,00000001",0.00000001,True
338,epsilon,"0,00000001",0.00000001,True
339,epsilon,"0,00000001",0.00000001,True
340,epsilon,"0,00000001",0.00000001,True
341,epsilon,"0,00000001",0.00000001,True
342,epsilon,"0,00000001",0.00000001,True
343,epsilon,"0,00000001",0.00000001,True
344,epsilon,"0,00000001",0.00000001,True
345,epsilon,"0,00000001",0.00000001,True
346,epsilon,"0,00000001",0.00000001,True
347,epsilon,"0,00000001",0.00000001,True
348,epsilon,"0,00000001",0.00000001,True
349,epsilon,"0,00000001",0.00000001,True
350,epsilon,"0,00000001",0.00000001,True
351,epsilon,"0,00000001",0.00000001,True
352,epsilon,"0,00000001",0.00000001,True
353,epsilon,"0,00000001",0.00000001,True
354,epsilon,"0,00000001",0.00000001,True
355,epsilon,"0,00000001",0.00000001,True
356,epsilon,"0,00000001",0.00000001,True
357,epsilon,"0,00000001",0.00000001,True
358,epsilon,"0,00000001",0.00000001,True
359,epsilon,"0,00000001",0.00000001,True
360,epsilon,"0,00000001",0.00000001,True
361,epsilon,"0,00000001",0.00000001,True
362,epsilon,"0,00000001",0.00000001,True
363,epsilon,"0,00000001",0.00000001,True
364,epsilon,"0,00000001",0.00000001,True
365,epsilon,"0,00000001",0.00000001,True
366,epsilon,"0,00000001",0.00000001,True
367,epsilon,"0,00000001",0.00000001,True
368,epsilon,"0,00000001",0.00000001,True
369,epsilon,"0,00000001",0.00000001,True
370,epsilon,"0,00000001",0.00000001,True
371,epsilon,"0,00000001",0.00000001,True
372,epsilon,"0,00000001",0.00000001,True
373,epsilon,"0,00000001",0.00000001,True
374,epsilon,"0,00000001",0.00000001,True
375,epsilon,"0,00000001",0.00000001,True
376,epsilon,"0,00000001",0.00000001,True
377,epsilon,"0,00000001",0.00000001,True
378,epsilon,"0,00000001",0.00000001,True
379,epsilon,"0,00000001",0.00000001,True
380,epsilon,"0,00000001",0.00000001,True
381,epsilon,"0,00000001",0.00000001,True
382,epsilon,"0,00000001",0.00000001,True
383,epsilon,"0,00000001",0.00000001,True
384,epsilon,"0,00000001",0.00000001,True
385,epsilon,"0,00000001",0.00000001,True
386,epsilon,"0,00000001",0.00000001,True
387,epsilon,"0,00000001",0.00000001,True
388,epsilon,"0,00000001",0.00000001,True
389,epsilon,"0,00000001",0.00000001,True
390,epsilon,"0,00000001",0.00000001,True
391,epsilon,"0,00000001",0.00000001,True
392,epsilon,"0,00000001",0.00000001,True
393,epsilon,"0,00000001",0.00000001,True
394,epsilon,"0,00000001",0.00000001,True
395,epsilon,"0,00000001",0.00000001,True
396,epsilon,"0,00000001",0.00000001,True
397,epsilon,"0,00000001",0.00000001,True
398,epsilon,"0,00000001",0.00000001,True
399,epsilon,"0,00000001",0.00000001,True
400,epsilon,"0,00000001",0.00000001,True
401,epsilon,"0,00000001",0.00000001,True
402,epsilon,"0,00000001",0.00000001,True
403,epsilon,"0,00000001",0.00000001,True
404,epsilon,"0,00000001",0.00000001,True
405,epsilon,"0,00000001",0.00000001,True
406,epsilon,"0,00000001",0.00000001,True
407,epsilon,"0,00000001",0.00000001,True
408,epsilon,"0,00000001",0.00000001,True
409,epsilon,"0,00000001",0.00000001,True
410,epsilon,"0,00000001",0.00000001,True
411,epsilon,"0,00000001",0.00000001,True
412,epsilon,"0,00000001",0.00000001,True
413,epsilon,"0,00000001",0.00000001,True
414,epsilon,"0,00000001",0.00000001,True
415,epsilon,"0,00000001",0.00000001,True
416,epsilon,"0,00000001",0.00000001,True
417,epsilon,"0,00000001",0.00000001,True
418,epsilon,"0,00000001",0.00000001,True
419,epsilon,"0,00000001",0.00000001,True
420,epsilon,"0,00000001",0.00000001,True
421,epsilon,"0,00000001",0.00000001,True
422,epsilon,"0,00000001",0.00000001,True
423,epsilon,"0,00000001",0.00000001,True
424,epsilon,"0,00000001",0.00000001,True
425,epsilon,"0,00000001",0.00000001,True
426,epsilon,"0,00000001",0.00000001,True
427,epsilon,"0,00000001",0.00000001,True
428,epsilon,"0,00000001",0.00000001,True
429,epsilon,"0,00000001",0.00000001,True
430,epsilon,"0,00000001",0.00000001,True
431,epsilon,"0,00000001",0.00000001,True
432,epsilon,"0,00000001",0.00000001,True
433,epsilon,"0,00000001",0.00000001,True
434,epsilon,"0,00000001",0.00000001,True
435,epsilon,"0,00000001",0.00000001,True
436,epsilon,"0,00000001",0.00000001,True
437,epsilon,"0,00000001",0.00000001,True
438,epsilon,"0,00000001",0.00000001,True
439,epsilon,"0,00000001",0.00000001,True
440,epsilon,"0,00000001",0.00000001,True
441,epsilon,"0,00000001",0.00000001,True
442,epsilon,"0,00000001",0.00000001,True
443,epsilon,"0,00000001",0.00000001,True
444,epsilon,"0,00000001",0.00000001,True
445,epsilon,"0,00000001",0.00000001,True
446,epsilon,"0,00000001",0.00000001,True
447,epsilon,"0,00000001",0.00000001,True
448,epsilon,"0,00000001",0.00000001,True
449,epsilon,"0,00000001",0.00000001,True
450,epsilon,"0,00000001",0.00000001,True
451,epsilon,"0,00000001",0.00000001,True
452,epsilon,"0,00000001",0.00000001,True
453,epsilon,"0,00000001",0.00000001,True
454,epsilon,"0,00000001",0.00000001,True
455,epsilon,"0,00000001",0.00000001,True
456,epsilon,"0,00000001",0.00000001,True
457,epsilon,"0,00000001",0.00000001,True
458,epsilon,"0,00000001",0.00000001,True
459,epsilon,"0,00000001",0.00000001,True
460,epsilon,"0,00000001",0.00000001,True
461,epsilon,"0,00000001",0.00000001,True
462,epsilon,"0,00000001",0.00000001,True
463,epsilon,"0,00000001",0.00000001,True
464,epsilon,"0,00000001",0.00000001,True
465,epsilon,"0,00000001",0.00000001,True
466,epsilon,"0,00000001",0.00000001,True
467,epsilon,"0,00000001",0.00000001,True
468,epsilon,"0,00000001",0.00000001,True
469,epsilon,"0,00000001",0.00000001,True
470,epsilon,"0,00000001",0.00000001,True
471,epsilon,"0,00000001",0.00000001,True
472,epsilon,"0,00000001",0.00000001,True
473,epsilon,"0,00000001",0.00000001,True
474,epsilon,"0,00000001",0.00000001,True
475,epsilon,"0,00000001",0.00000001,True
476,epsilon,"0,00000001",0.00000001,True
477,epsilon,"0,00000001",0.00000001,True
478,epsilon,"0,00000001",0.00000001,True
479,epsilon,"0,00000001",0.00000001,True
480,epsilon,"0,00000001",0.00000001,True
481,epsilon,"0,00000001",0.00000001,True
482,epsilon,"0,00000001",0.00000001,True
483,epsilon,"0,00000001",0.00000001,True
484,epsilon,"0,00000001",0.00000001,True
485,epsilon,"0,00000001",0.00000001,True
486,epsilon,"0,00000001",0.00000001,True
487,epsilon,"0,00000001",0.00000001,True
488,epsilon,"0,00000001",0.00000001,True
489,epsilon,"0,00000001",0.00000001,True
490,epsilon,"0,00000001",0.00000001,True
491,epsilon,"0,00000001",0.00000001,True
492,epsilon,"0,00000001",0.00000001,True
493,epsilon,"0,00000001",0.00000001,True
494,epsilon,"0,00000001",0.00000001,True
495,epsilon,"0,00000001",0.00000001,True
496,epsilon,"0,00000001",0.00000001,True
497,epsilon,"0,00000001",0.00000001,True
498,epsilon,"0,00000001",0.00000001,True
499,epsilon,"0,00000001",0.00000001,True
500,epsilon,"0,00000001",0.00000001,True
501,epsilon,"0,00000001",0.00000001,True
502,epsilon,"0,00000001",0.00000001,True
503,epsilon,"0,00000001",0.00000001,True
504,epsilon,"0,00000001",0.00000001,True
505,epsilon,"0,00000001",0.00000001,True
506,epsilon,"0,00000001",0.00000001,True
507,epsilon,"0,00000001",0.00000001,True
508,epsilon,"0,00000001",0.00000001,True
509,epsilon,"0,00000001",0.00000001,True
510,epsilon,"0,00000001",0.00000001,True
511,epsilon,"0,00000001",0.00000001,True
512,epsilon,"0,00000001",0.00000001,True
513,epsilon,"0,00000001",0.00000001,True
514,epsilon,"0,00000001",0.00000001,True
515,epsilon,"0,00000001",0.00000001,True
516,epsilon,"0,00000001",0.00000001,True
517,epsilon,"0,00000001",0.00000001,True
518,epsilon,"0,00000001",0.00000001,True
519,epsilon,"0,00000001",0.00000001,True
520,epsilon,"0,00000001",0.00000001,True
521,epsilon,"0,00000001",0.00000001,True
522,epsilon,"0,00000001",0.00000001,True
523,epsilon,"0,00000001",0.00000001,True
524,epsilon,"0,00000001",0.00000001,True
525,epsilon,"0,00000001",0.00000001,True
526,epsilon,"0,00000001",0.00000001,True
527,epsilon,"0,00000001",0.00000001,True
528,epsilon,"0,00000001",0.00000001,True
529,epsilon,"0,00000001",0.00000001,True
530,epsilon,"0,00000001",0.00000001,True
531,epsilon,"0,00000001",0.00000001,True
532,epsilon,"0,00000001",0.00000001,True
533,epsilon,"0,00000001",0.00000001,True
534,epsilon,"0,00000001",0.00000001,True
535,epsilon,"0,00000001",0.00000001,True
536,epsilon,"0,00000001",0.00000001,True
537,epsilon,"0,00000001",0.00000001,True
538,epsilon,"0,00000001",0.00000001,True
539,epsilon,"0,00000001",0.00000001,True
540,epsilon,"0,00000001",0.00000001,True
541,epsilon,"0,00000001",0.00000001,True
542,epsilon,"0,00000001",0.00000001,True
543,epsilon,"0,00000001",0.00000001,True
544,epsilon,"0,00000001",0.00000001,True
545,epsilon,"0,00000001",0.00000001,True
546,epsilon,"0,00000001",0.00000001,True
547,epsilon,"0,00000001",0.00000001,True
548,epsilon,"0,00000001",0.00000001,True
549,epsilon,"0,00000001",0.00000001,True
550,epsilon,"0,00000001",0.00000001,True
551,epsilon,"0,00000001",0.00000001,True
552,epsilon,"0,00000001",0.00000001,True
553,epsilon,"0,00000001",0.00000001,True
554,epsilon,"0,00000001",0.00000001,True
555,epsilon,"0,00000001",0.00000001,True
556,epsilon,"0,00000001",0.00000001,True
557,epsilon,"0,00000001",0.00000001,True
558,epsilon,"0,00000001",0.00000001,True
559,epsilon,"0,00000001",0.00000001,True
560,epsilon,"0,00000001",0.00000001,True
561,epsilon,"0,00000001",0.00000001,True
562,epsilon,"0,00000001",0.00000001,True
563,epsilon,"0,00000001",0.00000001,True
564,epsilon,"0,00000001",0.00000001,True
565,epsilon,"0,00000001",0.00000001,True
566,epsilon,"0,00000001",0.00000001,True
567,epsilon,"0,00000001",0.00000001,True
568,epsilon,"0,00000001",0.00000001,True
569,epsilon,"0,00000001",0.00000001,True
570,epsilon,"0,00000001",0.00000001,True
571,epsilon,"0,00000001",0.00000001,True
572,epsilon,"0,00000001",0.00000001,True
573,epsilon,"0,00000001",0.00000001,True
574,epsilon,"0,00000001",0.00000001,True
575,epsilon,"0,00000001",0.00000001,True
576,epsilon,"0,00000001",0.00000001,True
577,epsilon,"0,00000001",0.00000001,True
578,epsilon,"0,00000001",0.00000001,True
579,epsilon,"0,00000001",0.00000001,True
580,epsilon,"0,00000001",0.00000001,True
581,epsilon,"0,00000001",0.00000001,True
582,epsilon,"0,00000001",0.00000001,True
583,epsilon,"0,00000001",0.00000001,True
584,epsilon,"0,00000001",0.00000001,True
585,epsilon,"0,00000001",0.00000001,True
586,epsilon,"0,00000001",0.00000001,True
587,epsilon,"0,00000001",0.00000001,True
588,epsilon,"0,00000001",0.00000001,True
589,epsilon,"0,00000001",0.00000001,True
590,epsilon,"0,00000001",0.00000001,True
591,epsilon,"0,00000001",0.00000001,True
592,epsilon,"0,00000001",0.00000001,True
593,epsilon,"0,00000001",0.00000001,True
594,epsilon,"0,00000001",0.00000001,True
595,epsilon,"0,00000001",0.00000001,True
596,epsilon,"0,00000001",0.00000001,True
597,epsilon,"0,00000001",0.00000001,True
598,epsilon,"0,00000001",0.00000001,True
599,epsilon,"0,00000001",0.00000001,True
600,epsilon,"0,00000001",0.00000001,True
601,epsilon,"0,00000001",0.00000001,True
602,epsilon,"0,00000001",0.00000001,True
603,epsilon,"0,00000001",0.00000001,True
604,epsilon,"0,00000001",0.00000001,True
605,epsilon,"0,00000001",0.00000001,True
606,epsilon,"0,00000001",0.00000001,True
607,epsilon,"0,00000001",0.00000001,True
608,epsilon,"0,00000001",0.00000001,True
609,epsilon,"0,00000001",0.00000001,True
610,epsilon,"0,00000001",0.00000001,True
611,epsilon,"0,00000001",0.00000001,True
612,epsilon,"0,00000001",0.00000001,True
613,epsilon,"0,00000001",0.00000001,True
614,epsilon,"0,00000001",0.00000001,True
615,epsilon,"0,00000001",0.00000001,True
616,epsilon,"0,00000001",0.00000001,True
617,epsilon,"0,00000001",0.00000001,True
618,epsilon,"0,00000001",0.00000001,True
619,epsilon,"0,00000001",0.00000001,True
620,epsilon,"0,00000001",0.00000001,True
